id;hash_identificador;id_pedido;codigo_contratacion;nro_licitacion;_estado;estado;convocante_slug;convocante_codigo;convocante;unidad_contratacion;nro_orden_compra;ruc;proveedor;monto;_moneda;moneda;fecha_orden_compra;id_padre;planificacion_slug;convenio_slug;tipo_operacion_convenio
hnqUQ8PipTHqOgmRx9kkTBBGexdA%2FcOy94PpRBmuJ%2BQijMqS1nwqxg%3D%3D;92f880b9edff094c8811d1949155c1793bb15e25;7gGxMP7I8LU%3D;AM-12008-25-58830;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-698;80074991-0;"QUIMFA S.A.";1188000000;PYG;Guaraníes;"2025-11-19 14:39:37";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
BgWzdgVejaMAdhBvaCwz2%2FYiVvzCDCiQk0pxYCaw8aBo0sV9tnziRw%3D%3D;c5db687f41328a941dfed1814dcc1cfb8dba458a;CCEMFbdUxCQ%3D;AM-12008-25-58741;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-683;80074991-0;"QUIMFA S.A.";1596000000;PYG;Guaraníes;"2025-11-18 13:39:01";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
hkvqVVh34%2BwkkL3J9DI5nZlqyoR6SnaEOK31iu1zFQ1WGyAx3nJM%2FA%3D%3D;4fc7e5779548cd3128e7c892e750c1c6bdc8159c;f30a%2B%2BiMLuc%3D;AM-12005-25-57636;395261;confirmada;confirmada;ministerio-defensa-nacional;304;"Ministerio de Defensa Nacional";"Comando Logistico Uoc 5";1028-2025-458;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";14400000;PYG;Guaraníes;"2025-11-03 10:37:36";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
WKGJhKaWk0TxbURZ1D2wlJsDCMq0PgRixImiXJkHDCDZsjbDhPDruA%3D%3D;2bb0f64f1512950c766d96d627238c8c3915ea6a;w5f3Q2BxcKo%3D;AM-12003-25-56140;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2025-776;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";232080000;PYG;Guaraníes;"2025-10-08 11:41:22";dix2iRRDbik%3D;1f004163-6d6e-629a-81b9-d7da19dac0a5;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
U%2BEP9z2IDzpWBmO56Nov9hioJmkbp6TP%2BqkH7vo0W%2BN%2FW8iB%2Fq0lLQ%3D%3D;c668fe12df0cfdb23f324e43ebafa88d02086703;bUTcNvPNsh4%3D;AM-28001-25-55841;395261;confirmada;confirmada;universidad-nacional-asuncion;226;"Universidad Nacional de Asunción";"Facultad de Ciencias Medicas";1360-2025-136;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";231500000;PYG;Guaraníes;"2025-10-02 10:44:51";dix2iRRDbik%3D;1eff501e-cbd1-6814-ba6b-3150ff69b727;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
54Axk4TEdh6rmdQ8fPMZ1cAVuIW3bSiGox%2FiKWxE4oGxnizEd1XnDQ%3D%3D;2ed1e8096813ce6da051e1d398b4ce3d30de035a;RSoXm08jCJI%3D;AM-12008-25-54697;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-606;80006850-5;"MATHER COMPANY SRL";1532160000;PYG;Guaraníes;"2025-09-11 09:57:23";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
eajSAbIfqjSjQSXiVna7x4Rp70FpBFarA58Mmwb26q8AbB6NmfsflQ%3D%3D;270b1052ce96fcf862bd0083ade9da1b954db4dc;gtcsYHW3Mvc%3D;AM-12008-25-54239;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-592;80074991-0;"QUIMFA S.A.";1470000000;PYG;Guaraníes;"2025-09-02 10:57:31";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
CFMYk5OJRQEFwHOJ3mCFfh5bwKPMk46EEWL%2BCifRZxkJhfRH%2B61l4w%3D%3D;f3beb4f8ac3e2d47d45540da6aad5a9096561eb4;qibxNJuqHPw%3D;AM-12003-25-53517;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2025-592;80074991-0;"QUIMFA S.A.";148500000;PYG;Guaraníes;"2025-08-19 09:39:25";dix2iRRDbik%3D;1f004163-6d6e-629a-81b9-d7da19dac0a5;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
0Y8g9J2Nw%2BnXsgXuurGbGbLFS%2BZkv%2Bc7rHIM2ANQn0oOAaJ4pHIQLA%3D%3D;d5bf5ef35499db08e5c04fff0ffa5f53ac073f39;A2DK5VztSnI%3D;AM-12008-25-53513;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-588;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";3361500000;PYG;Guaraníes;"2025-08-19 09:30:31";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
DWkEtRwlqtgIYaCNICSRjYBB658dYXu3qLRQ6WwnDWcgHWTJu09COQ%3D%3D;1934247760dc785af6284092c1c9624990f9de9f;KmWuadHylDU%3D;AM-24001-25-53009;395261;confirmada;confirmada;instituto-prevision-social;157;"Instituto de Previsión Social";"Uoc Ips";1321-2025-20;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";804480000;PYG;Guaraníes;"2025-08-06 08:37:57";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
pfKKUmrAEBDca8%2Bpuf11wRhYfAsQYqCH1iYz%2B3KRq6zLXEucNPaQ3w%3D%3D;ed9335ef13a9e6e87aaa4ae221626c47cf262be0;Wx5gM%2BxdfgM%3D;AM-28001-25-51839;395261;confirmada;confirmada;universidad-nacional-asuncion;226;"Universidad Nacional de Asunción";"Facultad de Ciencias Medicas";1360-2025-81;80074991-0;"QUIMFA S.A.";123750000;PYG;Guaraníes;"2025-07-15 11:38:26";dix2iRRDbik%3D;1eff501e-cbd1-6814-ba6b-3150ff69b727;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
PAQrjFeGtINlID1CE2a7ygu4L8EN45%2FWvU1cBc%2FDaG3mA6yC%2FQ6KgA%3D%3D;7539a6bcd332560554372e63ae587a9885793050;Vbn7tBzJlW0%3D;AM-28001-25-51696;395261;confirmada;confirmada;universidad-nacional-asuncion;226;"Universidad Nacional de Asunción";"Facultad de Ciencias Medicas";1360-2025-79;80074991-0;"QUIMFA S.A.";283500000;PYG;Guaraníes;"2025-07-11 11:08:12";dix2iRRDbik%3D;1eff501e-cbd1-6814-ba6b-3150ff69b727;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
LgQ7Lvabmu9jo%2F%2FVuU%2F3q8crSsmMYd9aYH5Sa88wPqOTprOXvQoUfg%3D%3D;014ff1cb8503a051184261bd1d1123b60a00d008;nvJY76gEVCI%3D;AM-12008-25-51687;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-530;80006850-5;"MATHER COMPANY SRL";3192000000;PYG;Guaraníes;"2025-07-11 10:23:13";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
x5dc9SX9mYVYnM2K7dITp9Fh60WrUYitBB4QusYumF3BGOup8RuGmw%3D%3D;bb3b5adf6b96868d7b2209e2d4ee9e15f2a60c7f;EiCt6Cw%2Fal8%3D;AM-12008-25-51685;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-529;80074991-0;"QUIMFA S.A.";2385000000;PYG;Guaraníes;"2025-07-11 10:16:56";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
zv1tiFP6ME%2FvB8JhiF%2FP2xhOXG4DpuQYZXsRmaPK8M416nnF7Bnpuw%3D%3D;06427207da683f3344000d580f52ff27ad2f98de;QRW9rtZdUBM%3D;AM-12008-25-51684;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-528;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";1004250000;PYG;Guaraníes;"2025-07-11 10:14:48";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
ZHMfE6yKs%2BczM77nD%2Byfm6dqH9Wyz3tKbJch0RfYNho6X1TES6U0AQ%3D%3D;7f8f236305b5cf1dd4a752049e5f30c09419a4d6;%2B2ufoAq3kjc%3D;AM-24001-25-50883;395261;confirmada;confirmada;instituto-prevision-social;157;"Instituto de Previsión Social";"Uoc Ips";1321-2025-14;80074991-0;"QUIMFA S.A.";2580000000;PYG;Guaraníes;"2025-06-24 15:16:15";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
8fYg5wKnGk6GEV1FbsjcgJcj7OxbqKLMN35dYQMO0MXq8wVKNJnOrQ%3D%3D;b8898d5c6afbecc4ff0465e7e93740f7ab821f89;zpwXpgpktVw%3D;AM-12003-25-50423;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2025-396;80051446-7;"INTERLABO S.R.L.";22950000;PYG;Guaraníes;"2025-06-12 15:23:25";dix2iRRDbik%3D;1f004163-6d6e-629a-81b9-d7da19dac0a5;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
kiNK6%2BtN5TUaGTpV18Kn3Ad427M%2BFM3vvDtNX7UxOdboIBxYGJKPaw%3D%3D;8de9771c95fca1b93a50c016bca8a4e4bdfd49a7;sMFZuibhTI8%3D;AM-28001-25-49895;395261;confirmada;confirmada;universidad-nacional-asuncion;226;"Universidad Nacional de Asunción";"Facultad de Ciencias Medicas";1360-2025-65;80074991-0;"QUIMFA S.A.";159600000;PYG;Guaraníes;"2025-06-03 10:16:27";dix2iRRDbik%3D;1eff501e-cbd1-6814-ba6b-3150ff69b727;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
PrnuEP%2B6xhnhK3c45IV9KnBKOaCFwg%2FjqaUk5%2FGlYvrj2pbCauviMQ%3D%3D;8e86b3c02d7f624f3d8e159d48fa8fc68c003fc3;r3aRsRRIBc0%3D;AM-12008-25-48568;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-444;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";927000000;PYG;Guaraníes;"2025-05-09 10:22:11";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
x%2B%2FulI6LDMiUu9Goibifa4isxS19CfHiNGpPjTTXoOPq7yksvAUtPA%3D%3D;1c86a4d081c9f593c2a6f9e6370c545689dde4f6;Q01ixxh4CMo%3D;AM-12003-25-47977;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2025-261;80051446-7;"INTERLABO S.R.L.";8137500;PYG;Guaraníes;"2025-04-28 13:16:29";dix2iRRDbik%3D;1f004163-6d6e-629a-81b9-d7da19dac0a5;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
0rdC0ZyZEqwM2M1FQm6PEuBdMSaoe0jyqAQVSPLq9QIowB10CFfOsw%3D%3D;2863e8fccb25182171211259337e1d3b7c031029;%2FzV8BPsMhCE%3D;AM-12008-25-45940;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-401;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";675000000;PYG;Guaraníes;"2025-03-21 14:57:09";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
5S5Oh8LTCpv2y4S%2FO2udZuWzSe3kJoBRDlVa1nYtr9SwdbkWHlza0Q%3D%3D;c041d7fa862f1f29407617e07e40989af7fd003b;fGFOr1y1udc%3D;AM-12003-25-44958;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2025-88;80074991-0;"QUIMFA S.A.";105300000;PYG;Guaraníes;"2025-02-28 09:49:47";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
Xm1vtpfyNFRTJbx6Si9yAcxJkaSSARp8CoKe5S%2Fk7sDD1t%2FaRyOo%2Fw%3D%3D;aac1ecacfe6ab2c7c9e85934a93fd06c90bf21e2;jVlKM%2FJIj2Q%3D;AM-12008-25-44283;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-3;80074991-0;"QUIMFA S.A.";2100000000;PYG;Guaraníes;"2025-01-28 17:42:00";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
Xm1vtpfyNFQCLyNkjMzI2fz%2FqlqtG86YCoKe5S%2Fk7sDD1t%2FaRyOo%2Fw%3D%3D;53a8466b7ac130d43f033be2ede688dbd8ee44c3;jVlKM%2FJIj2Q%3D;AM-12008-25-44282;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2025-2;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";675000000;PYG;Guaraníes;"2025-01-28 17:40:50";dix2iRRDbik%3D;1efd420f-4c7c-64ac-afc1-155542086bcf;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
coe5oP14Aw3kD%2BAFcDVN5zuBVaoDURk9g2a5brGdYPpHpfUlNufczA%3D%3D;5ef9358a016be0fc2475c3ed1833dc412e1528d1;B7PO8Thc9h0%3D;AM-12003-24-42795;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2024-990;80051446-7;"INTERLABO S.R.L.";46800000;PYG;Guaraníes;"2024-12-02 13:03:10";dix2iRRDbik%3D;1eee84e2-804e-6436-977e-9543c1ce9733;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
coe5oP14Aw333ifS0qL%2Fls6aEejRwkrAg2a5brGdYPpHpfUlNufczA%3D%3D;969286ae999a9cb528c6b9155a7c44f22a8ffef0;B7PO8Thc9h0%3D;AM-12003-24-42794;395261;confirmada;confirmada;ministerio-interior;299;"Ministerio del Interior";"Policia Nacional";1050-2024-991;80006850-5;"MATHER COMPANY SRL";162000000;PYG;Guaraníes;"2024-12-02 13:01:10";dix2iRRDbik%3D;1eee84e2-804e-6436-977e-9543c1ce9733;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
KoYQuGetLjNaBJotd7iqy%2BiDzbFP95S7NpSDTnLhcFPn5jZZzFLZIQ%3D%3D;a9eb0bb0b613abaf96f8ab95b47f5b786a15577e;jVht%2Bx8EJZA%3D;AM-12008-24-42153;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2024-342;80074991-0;"QUIMFA S.A.";1890000000;PYG;Guaraníes;"2024-11-25 09:37:43";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
wpuvW4FfS2q95U24KrmOQ4m3iyJBUuSrkk8xFMuQR0T6kiWjEnr7eA%3D%3D;f4ace110d10daf755c7c2b7964c590cd3d46bae6;BO%2BER4Gw7RQ%3D;AM-24001-24-42134;395261;confirmada;confirmada;instituto-prevision-social;157;"Instituto de Previsión Social";"Uoc Ips";1321-2024-18;80074991-0;"QUIMFA S.A.";2862000000;PYG;Guaraníes;"2024-11-25 08:39:57";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
L5pMTBb3cEHSEG8XFgcEkPwHpxb7qDUhdjpnylZLaEB08Yazlr433A%3D%3D;e5eaa7f994265fe39141b04c4d9b0718bc352f38;dQpmfmyL90I%3D;AM-12008-24-41767;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2024-341;80006850-5;"MATHER COMPANY SRL";2070000000;PYG;Guaraníes;"2024-11-19 16:44:56";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
oWyCUlrco6bi711ELTE9bCA5yVr7u6Yq%2FjZv%2BhU21sIxXDeR9X4vDw%3D%3D;f681c9547dcf152c50b02d08d20060e1d897c3f1;C7UW46hkfKY%3D;AM-12008-24-41343;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2024-327;80074991-0;"QUIMFA S.A.";87500000;PYG;Guaraníes;"2024-11-13 15:37:33";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
UF4Y7Foa0Nqf3mVGvalUZgBhFF%2BbBmzv6AKOMns6Iy7nTqh1nBhe3A%3D%3D;48b670d311bc3a25fb98754ad5b37872ecb61a91;5MveR23OaVk%3D;AM-12008-24-40515;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Instituto Nacional del Cancer";1431-2024-63;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";42000000;PYG;Guaraníes;"2024-11-01 07:58:29";dix2iRRDbik%3D;;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
ifxUTu5JlLMHe4r30LcfOVa5WjXQrDnBPzqoxxd90VEIirz%2BpRBP7A%3D%3D;2d0bc034fafc08a93561314109ee15def771994e;1fKSHvOJpZQ%3D;AM-12008-24-39696;395261;confirmada;confirmada;ministerio-salud-publica-bienestar-social;306;"Ministerio de Salud Pública y Bienestar Social";"Uoc Nro 1  Nivel Central (D.O.C)";1451-2024-251;80001446-4;"VICENTE SCAVONE & CIA. S.A.E";525000000;PYG;Guaraníes;"2024-10-22 09:02:04";dix2iRRDbik%3D;1eeeb039-51b9-6daa-91e6-1d61eebef17d;9c7817cf-0320-4392-97b6-4af56547dbea;covid-19
